波数,光学的厚さfor,光学的厚さpython,誤差
4974.164,0.741690161,0.733547712,-1.110009495
4974.165,0.788912838,0.780252026,-1.110001911
4974.166,0.841766006,0.832529666,-1.109430804
4974.167,0.901214559,0.891332201,-1.108717728
4974.168,0.968456014,0.957829729,-1.109412768
4974.169,1.044941767,1.03347644,-1.109394158
4974.17,1.132525941,1.120101644,-1.109211635
4974.171,1.233567407,1.220039434,-1.108814429
4974.172,1.351127926,1.336319347,-1.108161642
4974.173,1.48926788,1.472958999,-1.107218941
4974.174,1.653527114,1.63543874,-1.106025812
4974.175,1.851755849,1.831524489,-1.104618625
4974.176,2.095654341,2.072797902,-1.102685376
4974.177,2.403807174,2.377681924,-1.098769766
4974.178,2.807916821,2.777667643,-1.089013603
4974.179,3.365773613,3.330276004,-1.065905934
4974.18,4.187710829,4.145507137,-1.018058621
4974.181,5.487773611,5.437088742,-0.932206025
4974.182,7.674433959,7.613576091,-0.799333544
4974.183,11.49193632,11.42047706,-0.625711719
4974.184,18.19942862,18.12021782,-0.437140443
4974.185,29.7168354,29.63841783,-0.264580807
4974.186,48.57542445,48.517284,-0.119834515
4974.187,77.4549945,77.45110363,-0.005023636
4974.188,118.1411891,118.24031,0.083830031
4974.189,170.0430805,170.2886,0.144178487
4974.19,228.8181088,229.2375089,0.182954401
4974.191,286.0799098,286.6898161,0.212740839
4974.192,331.016802,331.7877404,0.232358916
4974.193,353.6605121,354.5097274,0.239546396
4974.194,348.5366157,349.3682447,0.238037958
4974.195,316.9016893,317.6211881,0.226527335
4974.196,266.217967,266.7579558,0.202426525
4974.197,207.1997366,207.5522815,0.169858374
4974.198,150.1060466,150.2937615,0.124898657
4974.199,101.9539185,102.0090997,0.054094436
4974.2,65.62190324,65.5921959,-0.045290967
4974.201,40.65647802,40.58745964,-0.170048519
4974.202,24.78744917,24.70729386,-0.324419623
4974.203,15.29378478,15.21664362,-0.506952492
4974.204,9.832983941,9.765208246,-0.694052735
4974.205,6.731914091,6.674852111,-0.854880065
4974.206,4.938929037,4.891483256,-0.969967141
4974.207,3.851672771,3.812023238,-1.040117826
4974.208,3.146574468,3.113043015,-1.077127837
4974.209,2.655928878,2.627186188,-1.094048442
4974.21,2.293208698,2.2682371,-1.100925407
4974.211,2.012494294,1.990522849,-1.103802731
4974.212,1.788018879,1.768468971,-1.105470744
4974.213,1.604269078,1.586707057,-1.106821884
4974.214,1.451229202,1.435326291,-1.107964888
4974.215,1.32203963,1.307541125,-1.108837333
4974.216,1.211783614,1.198487264,-1.109427773
4974.217,1.116815535,1.104557235,-1.109793068
4974.218,1.034362146,1.023007104,-1.109966994
4974.219,0.962266462,0.951708353,-1.109384938
4974.22,0.898848234,0.888983479,-1.109666933
4974.221,0.842747525,0.833492677,-1.110369407
4974.222,0.792865081,0.784153458,-1.110958913
4974.223,0.748305363,0.740082308,-1.111100052
4974.224,0.708339981,0.700551559,-1.11175577
4974.225,0.672353529,0.664956977,-1.112335426
4974.226,0.639835209,0.632793097,-1.11286172
4974.227,0.610354753,0.603634193,-1.113349823
4974.228,0.583547477,0.577119463,-1.113810009
4974.229,0.559102505,0.55294136,-1.114249316
4974.23,0.53675342,0.530836333,-1.114672606
4974.231,0.516270773,0.510577409,-1.115083406
4974.232,0.497456038,0.491968211,-1.115483995
4974.233,0.480136704,0.474838101,-1.11587554
4974.234,0.464162254,0.459038195,-1.116259794
4974.235,0.449400862,0.444438101,-1.116637341
4974.236,0.435736658,0.430923208,-1.117008714
4974.237,0.423067447,0.418392438,-1.117374265
4974.238,0.411302811,0.406756356,-1.117734216
4974.239,0.400362506,0.395935595,-1.118088696
4974.24,0.390175114,0.385859515,-1.118437786
4974.241,0.380676897,0.376465076,-1.118781477
4974.242,0.371810827,0.36769587,-1.119119737
4974.243,0.363525749,0.359501302,-1.119452535
4974.244,0.355775672,0.351835884,-1.119779813
4974.245,0.348519154,0.344658627,-1.120101502
4974.246,0.341718772,0.337932517,-1.120417528
4974.247,0.335340667,0.331624064,-1.120727813
4974.248,0.329354138,0.325702903,-1.121032278
4974.249,0.323731364,0.320141459,-1.121349381
4974.25,0.31844686,0.31491464,-1.121643749
4974.251,0.313477562,0.309999577,-1.121932221
4974.252,0.308802363,0.305375396,-1.12221473
4974.253,0.30440197,0.301023013,-1.122491236
4974.254,0.300258716,0.296924957,-1.122761524
4974.255,0.296356409,0.293065212,-1.123025689
4974.256,0.292680183,0.289429076,-1.123282876
4974.257,0.289216377,0.286003041,-1.123532006
4974.258,0.285952446,0.282774682,-1.123779403
4974.259,0.282876783,0.279732559,-1.12401054
4974.26,0.279978667,0.276866131,-1.124202677
4974.261,0.27724837,0.274165675,-1.124391026
4974.262,0.274676745,0.271622216,-1.124550301
4974.263,0.272255375,0.269227456,-1.124669229
4974.264,0.269975798,0.266973713,-1.124487236
4974.265,0.267830386,0.264853864,-1.123835917
4974.266,0.265816235,0.262861301,-1.124141918
4974.267,0.263924555,0.260989899,-1.124432659
4974.268,0.262149622,0.259233993,-1.124709251
4974.269,0.260486159,0.257588361,-1.124972568
4974.27,0.258929326,0.256048212,-1.125223232
4974.271,0.257474694,0.254609166,-1.125461627
4974.272,0.256118219,0.25326722,-1.12568788
4974.273,0.254856205,0.252018721,-1.125901926
4974.274,0.25368418,0.250860327,-1.125667452
4974.275,0.252601326,0.249788986,-1.125886189
4974.276,0.251603649,0.248801915,-1.126090359
4974.277,0.250688604,0.247896594,-1.126280094
4974.278,0.249853902,0.24707076,-1.126455647
4974.279,0.249097516,0.246322405,-1.12661722
4974.28,0.248417677,0.245649781,-1.126764924
4974.281,0.24781289,0.245051408,-1.126898828
4974.282,0.247281946,0.24452609,-1.127018902
4974.283,0.246823947,0.244072936,-1.127126547
4974.284,0.246438321,0.243691386,-1.127218799
4974.285,0.246124864,0.243381237,-1.127295812
4974.286,0.245883754,0.243142668,-1.127356672
4974.287,0.245715584,0.242976271,-1.127399303
4974.288,0.245621404,0.242883087,-1.127421809
4974.289,0.245602778,0.242864669,-1.127421794
4974.29,0.245661877,0.24292317,-1.127396349
4974.291,0.245801623,0.243061489,-1.127341895
4974.292,0.24602592,0.243283498,-1.127253358
4974.293,0.246340053,0.243594444,-1.127122786
4974.294,0.24675143,0.244001688,-1.126935607
4974.295,0.24727102,0.244516143,-1.126664528
4974.296,0.247916166,0.245155085,-1.126258904
4974.297,0.248715873,0.245947432,-1.125623042
4974.298,0.249720115,0.246943067,-1.124570502
4974.299,0.251014709,0.248227745,-1.12274468
4974.3,0.252742358,0.249943956,-1.119611548
4974.301,0.255125494,0.252314535,-1.114069284
4974.302,0.258483993,0.255659432,-1.104814149
4974.303,0.263226789,0.260387998,-1.090215802
4974.304,0.269797534,0.26694417,-1.068899123
4974.305,0.278554882,0.275688005,-1.039899271
4974.306,0.289601321,0.286721383,-1.004437647
4974.307,0.302602565,0.299706794,-0.966201169
4974.308,0.316682467,0.313768012,-0.9288568
4974.309,0.330506329,0.327568888,-0.896740018
4974.31,0.342588002,0.339616431,-0.874978618
4974.311,0.351759042,0.348735994,-0.866858708
4974.312,0.357668547,0.354574008,-0.872748392
4974.313,0.361160672,0.357970367,-0.891220406
4974.314,0.364462061,0.361147254,-0.917854797
4974.315,0.371320329,0.367850976,-0.943140766
4974.316,0.387421216,0.383764993,-0.952724567
4974.317,0.421452301,0.417577012,-0.928041613
4974.318,0.487042465,0.482935274,-0.850463975
4974.319,0.605375094,0.60107648,-0.715152571
4974.32,0.80742768,0.803075657,-0.54191935
4974.321,1.133689,1.129546705,-0.366721868
4974.322,1.628106872,1.624753317,-0.206403924
4974.323,2.324355006,2.322621807,-0.074622535
4974.324,3.224605303,3.225338743,0.022739932
4974.325,4.277228272,4.28103893,0.089012469
4974.326,5.365422404,5.372757848,0.136530334
4974.327,6.320434194,6.331220654,0.170369371
4974.328,6.962196552,6.975345814,0.188510527
4974.329,7.155056907,7.168880119,0.192822475
4974.33,6.856062476,6.868798855,0.18542367
4974.331,6.131401079,6.14143285,0.163345773
4974.332,5.131393463,5.137855237,0.125767926
4974.333,4.038313233,4.041313712,0.074245142
4974.334,3.012220669,3.012249731,0.000964793
4974.335,2.155649797,2.153366416,-0.106037761
4974.336,1.506527489,1.502819603,-0.246728617
4974.337,1.053292974,1.048965657,-0.41253177
4974.338,0.75794061,0.753434648,-0.598056163
4974.339,0.575740948,0.571314658,-0.774755227
4974.34,0.467602102,0.463362913,-0.914874334
4974.341,0.404579088,0.40054789,-1.006420858
4974.342,0.367576083,0.363731099,-1.057095135
4974.343,0.345033607,0.341338661,-1.082487007
4974.344,0.330408207,0.326828225,-1.095371211
4974.345,0.320195753,0.316702151,-1.103119401
4974.346,0.312606094,0.309177199,-1.109038943
4974.347,0.306751569,0.303371493,-1.114170556
4974.348,0.302181624,0.298838564,-1.118684328
4974.349,0.29863458,0.295319723,-1.122463821
4974.35,0.295921602,0.292628461,-1.125365875
4974.351,0.293884707,0.290608298,-1.127431295
4974.352,0.292388225,0.289124458,-1.128845021
4974.353,0.291320153,0.288065579,-1.129802946
4974.354,0.290592986,0.28734465,-1.130466881
4974.355,0.290141307,0.286896784,-1.130902505
4974.356,0.289918404,0.286675232,-1.131305538
4974.357,0.289891339,0.286647602,-1.131611624
4974.358,0.290039344,0.286793557,-1.131750239
4974.359,0.29035411,0.287104506,-1.13185398
4974.36,0.29083981,0.287585134,-1.131726231
4974.361,0.291516788,0.288255963,-1.131225307
4974.362,0.292422949,0.2891551,-1.130137177
4974.363,0.293611657,0.290336151,-1.128177213
4974.364,0.295142287,0.291858643,-1.12508044
4974.365,0.297059868,0.293768348,-1.120447207
4974.366,0.299368209,0.296068846,-1.114390484
4974.367,0.301999406,0.298691961,-1.107309547
4974.368,0.304796402,0.301480735,-1.099794058
4974.369,0.307523627,0.304199474,-1.092754436
4974.37,0.309911456,0.306577613,-1.087438411
4974.371,0.311724267,0.308378712,-1.084885029
4974.372,0.312829895,0.309470533,-1.085519057
4974.373,0.313242169,0.309866916,-1.08925907
4974.374,0.313115541,0.309722548,-1.095494396
4974.375,0.312694583,0.309282984,-1.103067151
4974.376,0.312242374,0.308812185,-1.11076855
4974.377,0.31197577,0.308527027,-1.117809278
4974.378,0.312027431,0.308560206,-1.123678674
4974.379,0.312441838,0.308956706,-1.128032279
4974.38,0.313197399,0.309694657,-1.13103065
4974.381,0.314235785,0.310715512,-1.132957074
4974.382,0.315488783,0.311950863,-1.134127154
4974.383,0.316895442,0.313339633,-1.134809891
4974.384,0.318409395,0.314835371,-1.135204106
4974.385,0.319999224,0.316406635,-1.135434393
4974.386,0.321645523,0.318033998,-1.13557822
4974.387,0.323337119,0.319706289,-1.135676751
4974.388,0.325067892,0.321417396,-1.135749467
4974.389,0.326834546,0.323164028,-1.135806353
4974.39,0.328635224,0.324944334,-1.135852959
4974.391,0.330468739,0.326757128,-1.135892721
4974.392,0.332334201,0.328601524,-1.135928012
4974.393,0.334230896,0.330476806,-1.135961887
4974.394,0.336158289,0.332382437,-1.135996281
4974.395,0.338116089,0.334318127,-1.136032372
4974.396,0.340104309,0.336283887,-1.136070475
4974.397,0.342123249,0.338280017,-1.136109802
4974.398,0.344173429,0.340307035,-1.136148664
4974.399,0.346255464,0.342365563,-1.136183411
4974.4,0.348369958,0.34445621,-1.136210682
4974.401,0.350517456,0.3465795,-1.13623433
4974.402,0.352698406,0.348735857,-1.136260791
4974.403,0.354913129,0.350925622,-1.136282482
4974.404,0.357161946,0.353149112,-1.136300066
4974.405,0.359445196,0.355406661,-1.136313944
4974.406,0.36176327,0.357698653,-1.136324487
4974.407,0.364116628,0.360025543,-1.136331914
